00001992111110012910000012910000000012229119100192100000192100000000000111111001110111001110111011000000000000000001911110001910911221000000000000022219100011101119910001110111011291111000000000122100019112921292110000000000000000000111293292110000000000000000000011102921110011100000012200000011291011100111192111100199111110192110000002921291192111339119101110111000029201111129101911111001111910000111000000111122000000019221211001110000000001910111000129112911139200122112222201910000222193219392001991199339022201112932391112110123212349920191019129392111110001910019222101110111112110019211012210111000000000011100001222910019100000000000000191000019112210223110000001110001110122222119322929100000019211000001991192239931322000000112910000012212239349311910000000011100000000019229229111100000
[[-9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9
  -9]
 [-9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9
  -9]
 [-9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9
  -9]
 [-9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9
  -9]
 [-9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9
  -9]
 [-9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9
  -9]
 [-9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9
  -9]
 [-9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9
  -9]
 [-9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9
  -9]
 [-9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9
  -9]
 [-9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9
  -9]
 [-9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9
  -9]
 [-9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9
  -9]
 [-9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9
  -9]
 [-9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9
  -9]
 [-9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9
  -9]
 [-9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9
  -9]
 [-9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9
  -9]
 [-9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9
  -9]
 [-9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9
  -9]
 [-9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -4 -9 -9
  -9]
 [-9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9
  -9]
 [-9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9
  -9]
 [-9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9
  -9]
 [-9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9
  -9]
 [-9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9
  -9]
 [-9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9
  -9]
 [-9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9
  -9]
 [-9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9
  -9]
 [-9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9
  -9]
 [-9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9
  -9]
 [-9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9 -9
  -9]]
[[0 0 0 0 1 9 9 2 1 1 1 1 1 0 0 1 2 9 1 0 0 0 0 0 1]
 [2 9 1 0 0 0 0 0 0 0 0 1 2 2 2 9 1 1 9 1 0 0 1 9 2]
 [1 0 0 0 0 0 1 9 2 1 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1]
 [1 1 0 0 1 1 1 0 1 1 1 0 0 1 1 1 0 1 1 1 0 1 1 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 9 1 1 1 1 0 0 0 1]
 [9 1 0 9 1 1 2 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 2]
 [1 9 1 0 0 0 1 1 1 0 1 1 1 9 9 1 0 0 0 1 1 1 0 1 1]
 [1 0 1 1 2 9 1 1 1 1 0 0 0 0 0 0 0 0 0 1 2 2 1 0 0]
 [0 1 9 1 1 2 9 2 1 2 9 2 1 1 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 1 1 1 2 9 3 2 9 2 1 1 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 2 9 2 1 1 1 0]
 [0 1 1 1 0 0 0 0 0 0 1 2 2 0 0 0 0 0 0 1 1 2 9 1 0]
 [1 1 1 0 0 1 1 1 1 9 2 1 1 1 1 0 0 1 9 9 1 1 1 1 1]
 [0 1 9 2 1 1 0 0 0 0 0 0 2 9 2 1 2 9 1 1 9 2 1 1 1]
 [3 3 9 1 1 9 1 0 1 1 1 0 1 1 1 0 0 0 0 2 9 2 0 1 1]
 [1 1 1 2 9 1 0 1 9 1 1 1 1 1 0 0 1 1 1 1 9 1 0 0 0]
 [0 1 1 1 0 0 0 0 0 0 1 1 1 1 2 2 0 0 0 0 0 0 0 1 9]
 [2 2 1 2 1 1 0 0 1 1 1 0 0 0 0 0 0 0 0 0 1 9 1 0 1]
 [1 1 0 0 0 1 2 9 1 1 2 9 1 1 1 3 9 2 0 0 1 2 2 1 1]
 [2 2 2 2 2 0 1 9 1 0 0 0 0 2 2 2 1 9 3 2 1 9 3 9 2]
 [0 0 1 9 9 1 1 9 9 3 3 9 0 2 2 2 0 1 1 1 2 9 3 2 3]
 [9 1 1 1 2 1 1 0 1 2 3 2 1 2 3 4 9 9 2 0 1 9 1 0 1]
 [9 1 2 9 3 9 2 1 1 1 1 1 0 0 0 1 9 1 0 0 1 9 2 2 2]
 [1 0 1 1 1 0 1 1 1 1 1 2 1 1 0 0 1 9 2 1 1 0 1 2 2]
 [1 0 1 1 1 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 1 2 2]
 [2 9 1 0 0 1 9 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 9 1]
 [0 0 0 0 1 9 1 1 2 2 1 0 2 2 3 1 1 0 0 0 0 0 0 1 1]
 [1 0 0 0 1 1 1 0 1 2 2 2 2 2 1 1 9 3 2 2 9 2 9 1 0]
 [0 0 0 0 0 1 9 2 1 1 0 0 0 0 0 1 9 9 1 1 9 2 2 3 9]
 [9 3 1 3 2 2 0 0 0 0 0 0 1 1 2 9 1 0 0 0 0 0 1 2 2]
 [1 2 2 3 9 3 4 9 3 1 1 9 1 0 0 0 0 0 0 0 0 1 1 1 0]
 [0 0 0 0 0 0 0 0 1 9 2 2 9 2 2 9 1 1 1 1 0 0 0 0 0]]
