(27, 15)
(27, 16)
(28, 15)
(27, 17)
(29, 15)
(26, 15)
(27, 14)
(26, 14)
(25, 14)
(25, 15)
(26, 13)
(25, 13)
(25, 12)
(27, 13)
(24, 14)
(29, 17)
(23, 13)
(23, 14)
(22, 13)
(22, 14)
(22, 12)
(23, 12)
(24, 13)
(21, 12)
(22, 11)
(24, 12)
(20, 12)
(20, 13)
(20, 11)
(19, 11)
(19, 10)
(21, 11)
(20, 10)
(21, 10)
(21, 9)
(18, 12)
(23, 11)
(24, 11)
(24, 15)
(27, 12)
(16, 12)
(16, 14)
(14, 12)
(14, 13)
(13, 12)
(13, 13)
(15, 12)
(13, 11)
(15, 14)
(16, 10)
(15, 10)
(16, 9)
(15, 9)
(17, 10)
(17, 8)
(15, 11)
(18, 14)
(13, 14)
(13, 15)
(12, 15)
(13, 16)
(12, 16)
(14, 15)
(13, 17)
(11, 15)
(11, 16)
(12, 14)
(11, 14)
(11, 17)
(16, 16)
(18, 16)
(13, 9)
(12, 9)
(14, 10)
(14, 9)
(13, 10)
(14, 8)
(12, 8)
(12, 7)
(19, 9)
(20, 15)
(11, 12)
(11, 11)
(10, 12)
(10, 11)
(10, 10)
(9, 12)
(12, 12)
(12, 11)
(12, 10)
(11, 13)
(21, 13)
(16, 18)
(18, 18)
(20, 17)
(21, 17)
(19, 17)
(19, 7)
(18, 6)
(20, 7)
(20, 6)
(21, 7)
(21, 6)
(20, 8)
(22, 7)
(22, 6)
(19, 6)
(20, 5)
(22, 8)
(18, 8)
(16, 6)
(22, 10)
(14, 6)
(14, 19)
(13, 19)
(14, 20)
(13, 20)
(15, 20)
(14, 21)
(15, 21)
(13, 21)
(14, 22)
(16, 20)
(12, 20)
(16, 22)
(14, 18)
(13, 18)
(12, 18)
(12, 22)
(14, 17)
(12, 17)
(12, 19)
(15, 19)
(15, 18)
(16, 19)
(15, 17)
(17, 18)
(17, 19)
(16, 17)
(18, 17)
(22, 9)
(9, 13)
(9, 15)
(9, 16)
(10, 14)
(9, 14)
(10, 13)
(10, 15)
(8, 14)
(8, 13)
(8, 15)
(10, 16)
(10, 8)
(10, 17)
(9, 17)
(9, 18)
(10, 18)
(10, 19)
(8, 18)
(8, 17)
(7, 17)
(8, 19)
(7, 19)
(9, 19)
(20, 19)
(19, 20)
(20, 20)
(19, 19)
(21, 19)
(19, 21)
(19, 18)
(21, 21)
(18, 5)
(23, 17)
(8, 10)
(12, 5)
(16, 4)
(14, 4)
(24, 9)
(10, 6)
(9, 6)
(11, 6)
(11, 5)
(10, 7)
(8, 8)
(7, 8)
(7, 7)
(8, 7)
(6, 8)
(8, 9)
(9, 8)
(9, 9)
(9, 7)
(8, 6)
(7, 6)
(6, 7)
(6, 6)
(7, 5)
(6, 5)
(7, 4)
(5, 6)
(5, 4)
(9, 10)
(7, 9)
(23, 19)
(18, 3)
(19, 3)
(18, 2)
(18, 4)
(19, 4)
(20, 3)
(19, 5)
(17, 3)
(16, 2)
(17, 4)
(16, 3)
(24, 7)
(6, 12)
(6, 13)
(6, 11)
(25, 17)
(25, 18)
(24, 17)
(26, 17)
(26, 18)
(25, 19)
(25, 16)
(24, 16)
(26, 16)
(27, 18)
(27, 19)
(28, 19)
(26, 19)
(28, 17)
(9, 5)
(6, 15)
(12, 3)
(26, 10)
(26, 9)
(25, 11)
(24, 10)
(10, 21)
(9, 21)
(10, 22)
(9, 22)
(10, 20)
(9, 20)
(11, 21)
(11, 20)
(8, 21)
(11, 22)
(8, 20)
(8, 22)
(10, 23)
(9, 23)
(8, 23)
(7, 22)
(9, 24)
(7, 23)
(11, 23)
(11, 24)
(6, 22)
(6, 23)
(7, 21)
(5, 22)
(7, 24)
(5, 23)
(11, 19)
(12, 21)
(13, 22)
(22, 4)
(14, 2)
(18, 23)
(19, 23)
(18, 24)
(18, 22)
(20, 23)
(20, 24)
(19, 22)
(24, 5)
(24, 4)
(25, 5)
(25, 4)
(23, 5)
(24, 6)
(23, 6)
(23, 4)
(25, 6)
(26, 6)
(23, 7)
(23, 21)
(10, 3)
(9, 3)
(10, 2)
(10, 4)
(8, 2)
(8, 3)
(7, 2)
(9, 2)
(9, 1)
(8, 4)
(16, 24)
(15, 24)
(14, 24)
(16, 23)
(17, 23)
(15, 23)
(5, 17)
(5, 18)
(4, 17)
(4, 18)
(4, 16)
(6, 17)
(4, 12)
(4, 14)
(3, 14)
(4, 13)
(3, 13)
(2, 13)
(5, 13)
(5, 14)
(5, 12)
(3, 15)
(2, 14)
(2, 16)
(3, 16)
(2, 15)
(4, 15)
(2, 17)
(1, 16)
(1, 17)
(2, 18)
(0, 16)
(0, 18)
(0, 19)
(1, 18)
(1, 19)
(1, 20)
(0, 17)
(5, 11)
(22, 2)
(21, 1)
(23, 2)
(23, 1)
(22, 3)
(23, 3)
(21, 3)
(21, 4)
(21, 2)
(20, 2)
(22, 23)
(23, 23)
(22, 24)
(23, 24)
(24, 23)
(24, 24)
(23, 22)
(24, 22)
(25, 23)
(25, 22)
(25, 24)
(22, 22)
(24, 21)
(25, 21)
(26, 23)
(22, 21)
(21, 22)
(23, 20)
(22, 20)
(21, 20)
(24, 19)
(24, 20)
(25, 20)
(24, 18)
(23, 18)
(21, 23)
(22, 17)
(22, 16)
(22, 19)
(21, 18)
(22, 18)
(20, 18)
(12, 1)
(13, 0)
(11, 0)
(11, 1)
(12, 2)
(10, 1)
(12, 0)
(13, 1)
(13, 2)
(14, 0)
(28, 10)
(28, 9)
(29, 11)
(27, 11)
(26, 11)
(27, 10)
(28, 11)
(25, 10)
(27, 9)
(4, 9)
(16, 0)
(17, 0)
(15, 1)
(19, 0)
(3, 12)
(29, 13)
(30, 13)
(28, 12)
(28, 13)
(29, 12)
(28, 14)
(29, 14)
(28, 7)
(28, 6)
(29, 7)
(29, 6)
(28, 5)
(30, 7)
(30, 6)
(29, 8)
(31, 8)
(27, 7)
(5, 20)
(5, 21)
(4, 20)
(6, 20)
(6, 19)
(7, 20)
(7, 18)
(5, 19)
(25, 2)
(26, 2)
(25, 1)
(26, 1)
(25, 3)
(24, 1)
(24, 2)
(27, 3)
(24, 0)
(25, 0)
(23, 0)
(26, 0)
(24, 3)
(27, 21)
(28, 21)
(26, 22)
(30, 11)
(31, 11)
(31, 10)
(30, 12)
(31, 12)
(29, 10)
(3, 7)
(3, 6)
(2, 8)
(4, 8)
(5, 9)
(5, 7)
(2, 10)
(7, 1)
(5, 2)
(31, 15)
(4, 22)
(3, 22)
(3, 23)
(4, 23)
(3, 24)
(4, 24)
(2, 24)
(5, 24)
(2, 23)
(1, 23)
(28, 22)
(28, 23)
(29, 23)
(28, 24)
(27, 22)
(29, 22)
(30, 22)
(30, 24)
(31, 24)
(26, 21)
(27, 20)
(28, 20)
(27, 23)
(26, 24)
(30, 19)
(30, 20)
(31, 19)
(31, 20)
(31, 18)
(30, 18)
(29, 21)
(30, 21)
(29, 20)
(29, 19)
(3, 4)
(30, 5)
(0, 12)
(0, 13)
(0, 11)
(29, 3)
(1, 6)
(0, 9)
(28, 1)
(5, 0)
(3, 2)
(1, 4)
(29, 24)
(31, 3)
(3, 0)
(30, 1)
(1, 2)
(1, 0)
(16, 13)
(15, 13)
(17, 12)
(17, 13)
(16, 11)
(14, 14)
(18, 11)
(15, 15)
(17, 11)
(17, 14)
(18, 13)
(19, 12)
(14, 11)
(16, 15)
(17, 15)
(17, 16)
(15, 16)
(14, 16)
(18, 10)
(17, 9)
(18, 9)
(16, 8)
(19, 8)
(18, 15)
(19, 16)
(19, 14)
(19, 15)
(20, 14)
(20, 16)
(12, 13)
(15, 8)
(17, 17)
(20, 9)
(13, 8)
(14, 7)
(16, 7)
(11, 10)
(15, 7)
(17, 7)
(21, 15)
(21, 16)
(18, 7)
(11, 9)
(11, 8)
(10, 9)
(11, 7)
(13, 7)
(22, 15)
(21, 14)
(15, 6)
(15, 5)
(17, 6)
(21, 8)
(18, 19)
(18, 20)
(17, 20)
(17, 21)
(9, 11)
(13, 6)
(11, 18)
(23, 10)
(23, 9)
(23, 15)
(16, 5)
(17, 5)
(23, 16)
(8, 12)
(8, 11)
(7, 13)
(23, 8)
(15, 4)
(15, 3)
(14, 3)
(13, 4)
(14, 5)
(13, 5)
(12, 6)
(8, 16)
(18, 21)
(7, 12)
(7, 11)
(21, 5)
(7, 14)
(24, 8)
(7, 10)
(7, 15)
(7, 16)
(6, 14)
(12, 4)
(20, 4)
(15, 22)
(14, 23)
(10, 5)
(22, 5)
(25, 9)
(11, 4)
(13, 3)
(25, 8)
(6, 10)
(20, 22)
(15, 2)
(17, 2)
(25, 7)
(6, 9)
(6, 16)
(11, 3)
(13, 23)
(12, 23)
(13, 24)
(19, 2)
(8, 5)
(9, 4)
(26, 8)
(5, 10)
(5, 15)
(5, 16)
(6, 18)
(26, 7)
(27, 8)
(16, 1)
(17, 1)
(18, 1)
(15, 0)
(14, 1)
(17, 24)
(11, 2)
(5, 8)
(4, 7)
(3, 8)
(3, 9)
(19, 24)
(4, 11)
(12, 24)
(20, 1)
(19, 1)
(20, 0)
(4, 10)
(26, 5)
(26, 20)
(21, 24)
(18, 0)
(28, 8)
(10, 24)
(22, 1)
(21, 0)
(3, 11)
(3, 10)
(2, 12)
(2, 11)
(1, 12)
(1, 11)
(1, 13)
(1, 10)
(1, 14)
(0, 14)
(1, 15)
(0, 15)
(7, 3)
(6, 4)
(5, 5)
(4, 6)
(4, 4)
(29, 9)
(29, 16)
(30, 15)
(30, 17)
(30, 16)
(31, 16)
(4, 19)
(3, 18)
(3, 20)
(3, 17)
(6, 3)
(6, 2)
(5, 3)
(4, 3)
(4, 2)
(26, 3)
(26, 4)
(27, 4)
(27, 5)
(28, 4)
(10, 0)
(9, 0)
(8, 1)
(22, 0)
(8, 24)
(30, 14)
(31, 13)
(31, 14)
(4, 5)
(3, 5)
(30, 10)
(2, 9)
(30, 9)
(30, 8)
(8, 0)
(7, 0)
(6, 1)
(27, 2)
(6, 24)
(28, 3)
(1, 9)
(31, 9)
(29, 4)
(30, 4)
(30, 3)
(31, 5)
(31, 6)
(31, 7)
(31, 4)
(29, 5)
(1, 8)
(0, 8)
(31, 17)
(5, 1)
(27, 1)
(28, 2)
(1, 7)
(2, 7)
(2, 6)
(1, 5)
(0, 6)
(0, 5)
(0, 7)
(2, 5)
(6, 0)
(3, 3)
(0, 10)
(2, 4)
(4, 1)
(27, 0)
(28, 0)
(29, 2)
(29, 1)
(2, 3)
(2, 22)
(1, 21)
(1, 22)
(0, 21)
(0, 23)
(0, 22)
(1, 24)
(3, 21)
(2, 21)
(2, 20)
(31, 21)
(4, 0)
(3, 1)
(2, 2)
(30, 2)
(31, 2)
(31, 1)
(30, 0)
(30, 23)
(1, 3)
(0, 3)
(0, 2)
(0, 4)
(1, 1)
(31, 22)
(31, 23)
(29, 0)
(31, 0)
(0, 24)
(19, 13)
(17, 22)
(16, 21)
(26, 12)
(6, 21)
(29, 18)
(28, 18)
(3, 19)
(2, 19)
(4, 21)
(27, 24)
(0, 20)
(0, 1)
(0, 0)
(27, 6)
(2, 1)
(2, 0)
Final stats: 79 bombs found, 0.997500 percent mined on average across 1 boards
[[ 0  2  1  1  0  9  1  1  0  0  0  0  1  0  3  1  0  2  1  2  0  9  9  1
   1]
 [ 0  9  0  1  0  1  9  0  1  0  0  1  1  1  3  1  1  2  1  2  0  1  1  0
   0]
 [ 0  1  0  0  0  0  1  1  9  0  0  1  1  9  9  1  1  1  0  2  1  1  2  1
   1]
 [ 0  0  0  0  0  9  0  1  1  0  0  1  0  2  1  2  1  2  0  2  9  1  9  1
   1]
 [ 1  0  0  1  0  1  0  2  1  0  0  0  0  1  1  9  0  1  0  2  9  2  3  1
   1]
 [ 9  0  0  1  0  1  0  9  2  0  0  0  1  1  9  1  0  1  1  0  1  1  9  0
   0]
 [ 9  0  1  1  0  2  1  1  9  0  0  0  1  0  1  0  0  0  2  1  1  1  2  1
   0]
 [ 2  0  9  0  0  2  1  1  2  0  0  0  1  0  0  1  0  0  9  9  9  0  1  1
   0]
 [ 1  0  2  1  0  1  1  1  1  1  0  0  1  0  1  9  0  1  1  1  9  1  1  1
   0]
 [ 1  0  1  1  0  0  0  1  2  1  0  0  9  0  1  1  0  1  1  0  3  2  1  1
   0]
 [ 1  0  0  1  0  0  1  0  9  1  0  1  2  0  1  1  1  1  2  0  3  3  1  1
   0]
 [ 1  1  0  0  0  0  1  0  2  2  0  2  1  0  0  1  1  0  9  0  9  2  1  2
   0]
 [ 1  2  0  0  0  0  1  0  1  9  0  2  1  2  1  1  1  0  1  0  0  1  0  1
   0]
 [ 0  2  0  1  0  0  9  0  1  3  0  0  1  9  1  1  1  0  1  2  2  2  0  1
   0]
 [ 0  2  0  1  0  0  9  0  0  2  1  0  1  2  1  0  2  0  1  2  2  3  0  0
   0]
 [ 1  9  0  1  1  0  1  0  0  9  1  0  0  1  0  0  2  0  3  2  2  4  1  0
   1]
 [ 2  1  0  0  9  0  0  0  0  2  1  0  0  2  0  1  0  0  9  1  0  9  9  1
   1]
 [ 9  1  0  1  1  0  0  0  0  1  0  0  1  9  0  1  0  0  2  9  1  9  1  9
   1]
 [ 1  9  0  1  1  0  0  0  0  1  2  0  9  1  0  1  0  0  0  3  1  2  0  2
   0]
 [ 0  1  0  1  1  0  1  1  0  0  9  1  9  1  2  1  0  0  0  2  1  0  0  1
   0]
 [ 0  0  0  0  1  0  1  2  0  0  2  1  1  9  9  9  0  1  1  1  2 -1  1  1
   0]
 [ 0  0  1  1  0  0  1  2  0  0  1  2  1  2  2  1  0  9  2  9  9  9  9  0
   0]
 [ 0  1  1  1  0  2  0  1  0  0  1  9  1  1  0  0  0  1  2  3  3  1  2  1
   1]
 [ 0  9  1  0  0  2  1  0  0  0  1  1  1  1  1  0  1  0  1  9  2  0  2  2
   2]
 [ 1  2  1  0  1  2  1  0  0  0  0  0  1  1  1  0  9  1  1  2  3  1  2  2
   2]
 [ 2  1  1  0  9  1  1  0  0  0  0  1  0  3  1  0  2  1  2  0  9  9  1  1
   2]
 [ 9  0  1  0  1  9  0  1  0  0  1  1  1  3  1  1  2  1  2  0  1  1  0  0
   9]
 [ 1  0  0  0  0  1  1  9  0  0  1  1  9  9  1  1  1  0  2  1  1  2  1  1
   1]
 [ 0  0  0  0  9  0  1  1  0  0  1  0  2  1  2  1  2  0  2  9  1  9  1  1
   0]
 [ 0  0  1  0  1  0  2  1  0  0  0  0  1  1  9  0  1  0  2  9  2  3  1  1
   0]
 [ 0  0  1  0  1  0  9  2  0  0  0  1  1  9  1  0  1  1  0  1  1  9  0  0
   1]
 [ 0  1  1  0  2  1  1  9  0  0  0  1  0  1  0  0  0  2  1  1  1  2  1  0
   9]]
